#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2013-07-26T09:44:39 [V1.97 (28-Nov-2012)]
#   In case of problem, please report to:	question@simbad.u-strasbg.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.97 (28-Nov-2012)	
#INFO	-ref=VIZ51f244503a49	
#INFO	-out.max=unlimited	
#INFO	queryParameters=29	
#-oc.form=sexa
#-out.max=unlimited
#-out.add=_RAJ,_DEJ
#-nav=cat:VIII/15&tab:{VIII/15/pkscat90}&tab:{VIII/15/refs}&key:source=VIII/15&HTTPPRM:&&-ref=VIZ51f244503a49&-file=.&-out.add=_RAJ,_DEJ&-sort=_r&-oc.form=dec&-c.r=  2&-c.geom=r&-order=I&-out.form=verb&-out=Bname&-out=Alias&-out=RAB1950&-out=DEB1950&-out=Ident&-out=z&-out=S80&-out=S178&-out=S408&-out=S635&-out=S1410&-out=S2700&-out=S5000&-out=Jname&-out=errPos&-out=r_z&-out=Ref&-out=BibCode&-out=Authors&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&-out.max=unlimited&-out.form=Tab-Separated-Values&-c.eq=J2000&-c.u=arcmin&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=VIII/15/pkscat90,VIII/15/refs
#-order=I
#-out=Bname
#-out=Alias
#-out=RAB1950
#-out=DEB1950
#-out=Ident
#-out=z
#-out=S80
#-out=S178
#-out=S408
#-out=S635
#-out=S1410
#-out=S2700
#-out=S5000
#-out=Jname
#-out=errPos
#-out=r_z
#-out=Ref
#-out=BibCode
#-out=Authors
#
#INFO	CatalogsExamined=2	
#  2 catalogues with potential matches were examined.
#

#RESOURCE=yCat_8015
#Name: VIII/15
#Title: Parkes Radio Sources Catalogue (PKSCAT90) (Wright+ 1990)
#Coosys	B1950:	eq_FK4 B1950
#Table	VIII_15_pkscat90:
#Name: VIII/15/pkscat90
#Title: The Catalogue
#Column	_RAJ2000	(A10)	Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(A9)	Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data)	[ucd=pos.eq.dec]
#Column	Bname	(a10)	B1950 source name	[ucd=meta.id;meta.main]
#Column	Alias	(a7)	Alias/other catalogue names	[ucd=meta.id]
#Column	RAB1950	(A10)	Right Ascension B1950.0 (hours)	[ucd=pos.eq.ra;meta.main]
#Column	DEB1950	(A9)	Declination B1950.0 (degrees)	[ucd=pos.eq.dec;meta.main]
#Column	Ident	(A4)	Identification of source (1)	[ucd=src.class]
#Column	z	(F6.3)	? Redshift (reference in r_z)	[ucd=src.redshift]
#Column	S80	(F8.3)	? Flux density at 80 MHz	[ucd=phot.flux.density;em.radio.20-100MHz]
#Column	S178	(F8.3)	? Flux density at 178 MHz	[ucd=phot.flux.density;em.radio.100-200MHz]
#Column	S408	(F8.3)	? Flux density at 408 MHz	[ucd=phot.flux.density;em.radio.200-400MHz]
#Column	S635	(F8.3)	? Flux density at 635 MHz	[ucd=phot.flux.density;em.radio.400-750MHz]
#Column	S1410	(F8.3)	? Flux density at 1410 MHz (21cm)	[ucd=phot.flux.density;em.radio.750-1500MHz]
#Column	S2700	(F8.3)	? Flux density at 2700 MHz (11cm)	[ucd=phot.flux.density;em.radio.1500-3000MHz]
#Column	S5000	(F8.3)	? Flux density at 5000 MHz (6cm)	[ucd=phot.flux.density;em.radio.3-6GHz]
#Column	Jname	(a11)	J2000 Name	[ucd=meta.id]
#Column	errPos	(F5.2)	? positional accuracy in arcsec. (to be read as "better than")	[ucd=stat.error]
#Column	r_z	(a20)	Comma-separated references for z (see file refs.dat)	[ucd=meta.ref]
_RAJ2000	_DEJ2000	Bname	Alias	RAB1950	DEB1950	Ident	z	S80	S178	S408	S635	S1410	S2700	S5000	Jname	errPos	r_z
11 59 51.9	-21 48 54	B1157-215 	       	11 57 18.3	-21 32 12	Q   	 0.927	        	        	        	        	        	   0.490	   0.660	J1159-2148 	 0.15	sbb76
12 00 27.7	-53 14 36	B1157-529 	       	11 57 54.3	-52 57 53	Xs  	      	        	        	   0.800	        	        	   0.160	        	J1200-5314 	20.00	
11 59 50.7	-77 08 54	B1157-768 	       	11 57 18.8	-76 52 11	Xs  	      	        	        	        	        	        	   0.140	        	J1159-7708 	20.00	
12 01 23.3	+00 28 28	B1158+007 	       	11 58 49.5	+00 45 10	Q   	 1.370	        	        	   0.850	        	        	   0.350	   0.270	J1201+0028 	20.00	wl78,ph78,wjp77
12 00 56.2	+12 10 24	B1158+124 	4C12.43	11 58 22.4	+12 27 06	Xs  	      	        	   2.700	   1.260	        	        	   0.230	        	J1200+1210 	20.00	
12 00 46.6	+24 56 55	B1158+252 	4C25.37	11 58 12.8	+25 13 37	Xs  	      	   6.000	   4.200	        	   2.300	   0.700	   0.380	   0.220	J1200+2456 	20.00	
12 01 25.3	+25 20 16	B1158+256 	4C25.38	11 58 51.6	+25 36 58	Xs  	      	        	   3.600	        	   2.200	   0.600	   0.480	   0.270	J1201+2520 	20.00	
12 01 04.9	-30 29 00	B1158-302 	       	11 58 31.2	-30 12 18	Xs  	      	        	        	   0.970	        	        	   0.130	        	J1201-3029 	20.00	
12 01 23.1	-39 34 21	B1158-392 	       	11 58 49.3	-39 17 39	Xs  	      	        	        	   0.990	        	        	   0.210	        	J1201-3934 	20.00	
12 01 19.5	-65 32 52	B1158-652 	       	11 58 45.7	-65 16 09	Xs+ 	      	        	        	   1.380	        	        	   0.400	   0.260	J1201-6532 	20.00	
12 01 26.1	-68 14 27	B1158-679 	       	11 58 52.2	-67 57 44	Xs+ 	      	        	        	   1.290	        	        	   0.330	   0.190	J1201-6814 	20.00	
12 01 27.4	-77 46 02	B1158-774 	       	11 58 53.4	-77 29 19	Xs  	      	        	        	   0.810	        	        	   0.160	        	J1201-7746 	20.00	
12 02 09.0	+12 45 38	B1159+130 	4C12.44	11 59 35.3	+13 02 20	X   	      	        	   2.900	   1.090	        	        	   0.150	        	J1202+1245 	20.00	
12 02 32.1	-02 40 05	B1159-023 	4C-2.50	11 59 58.3	-02 23 23	X   	      	  10.000	   3.500	   2.600	        	   0.770	   0.460	   0.200	J1202-0240 	10.00	
12 02 13.2	-03 54 12	B1159-036 	       	11 59 39.4	-03 37 30	Q   	 1.102	        	        	   0.860	        	        	   0.120	   0.080	J1202-0354 	20.00	wl78
12 01 39.8	-06 17 15	B1159-060 	4C-5.48	11 59 06.0	-06 00 33	Xs  	      	        	   3.900	   1.710	        	   0.800	   0.380	   0.220	J1201-0617 	20.00	
12 02 12.6	-10 40 55	B1159-104 	11-119 	11 59 38.8	-10 24 13	E   	 0.116	  15.000	        	   4.610	        	   1.600	   0.970	   0.510	J1202-1040 	20.00	ww76a
12 01 47.1	-16 57 22	B1159-166 	OM-198 	11 59 13.3	-16 40 40	Xs  	      	        	        	   1.110	        	        	   0.260	   0.170	J1201-1657 	20.00	
12 01 53.4	-18 52 39	B1159-185 	NGC4038	11 59 19.6	-18 35 57	IRR 	 0.006	   4.000	        	   1.250	        	        	   0.360	   0.240	J1201-1852 	20.00	
12 02 25.2	-43 50 40	B1159-435 	       	11 59 51.1	-43 33 58	Xs  	      	        	        	   1.190	        	        	   0.230	        	J1202-4350 	20.00	
12 01 43.1	-51 50 35	B1159-515 	       	11 59 09.2	-51 33 53	Q   	      	        	        	        	        	        	   0.330	   0.540	J1201-5150 	 2.00	
12 02 48.0	+01 23 54	B1200+016 	       	12 00 14.3	+01 40 36	Xs  	      	        	        	        	        	        	   0.070	        	J1202+0123 	20.00	
12 03 21.1	+04 14 20	B1200+045 	       	12 00 47.4	+04 31 02	Xs  	      	        	        	   1.390	        	        	   0.850	   0.520	J1203+0414 	20.00	
12 02 48.6	-03 36 06	B1200-033 	       	12 00 14.8	-03 19 24	Xs  	      	        	        	        	        	   0.230	   0.130	        	J1202-0336 	20.00	
12 02 34.2	-05 28 02	B1200-051 	ON-001 	12 00 00.4	-05 11 20	Q   	 0.381	        	        	   0.880	        	        	   0.500	   0.460	J1202-0528 	 0.50	wpj79
12 02 49.4	-36 56 06	B1200-366 	       	12 00 15.3	-36 39 24	Xs  	      	        	        	        	        	        	   0.170	        	J1202-3656 	20.00	
12 03 35.0	-82 19 43	B1200-820 	       	12 00 56.5	-82 03 00	Xs  	      	        	        	   1.360	        	        	   0.240	        	J1203-8219 	20.00	
12 04 06.8	+02 25 36	B1201+027 	       	12 01 33.1	+02 42 18	E   	      	        	        	        	        	        	   0.160	        	J1204+0225 	20.00	
12 04 27.2	+11 29 13	B1201+117 	4C11.42	12 01 53.6	+11 45 55	X   	      	        	   2.000	   1.140	        	        	   0.330	   0.220	J1204+1129 	20.00	
12 03 39.1	+23 43 48	B1201+240 	       	12 01 05.7	+24 00 30	Xs  	      	        	        	        	   1.400	        	   0.220	        	J1203+2343 	20.00	
12 04 23.5	+26 34 23	B1201+268 	4C26.36	12 01 50.2	+26 51 05	Xs  	      	        	   2.400	        	   1.200	   0.500	   0.220	        	J1204+2634 	20.00	
12 04 05.6	-00 29 52	B1201-002 	       	12 01 31.8	-00 13 10	G   	      	        	        	   0.820	        	        	   0.230	   0.170	J1204-0029 	20.00	
12 03 42.1	-02 55 12	B1201-026 	       	12 01 08.3	-02 38 30	Xs  	      	        	        	   1.150	        	        	   0.180	   0.110	J1203-0255 	20.00	
12 04 01.9	-04 22 45	B1201-041 	4C-4.40	12 01 28.1	-04 06 03	E   	      	  10.000	   8.300	   4.570	        	   2.000	   1.320	   0.970	J1204-0422 	20.00	
12 04 02.8	-04 42 07	B1201-044 	       	12 01 29.0	-04 25 25	Xs  	      	        	        	   1.950	        	        	   0.330	   0.240	J1204-0442 	20.00	
12 03 34.3	-26 28 02	B1201-261 	       	12 01 00.2	-26 11 20	X   	      	        	        	   0.920	        	        	   0.370	   0.260	J1203-2628 	20.00	
12 04 44.2	+15 01 28	B1202+153 	4C15.39	12 02 10.7	+15 18 10	N   	      	        	   2.600	   1.340	        	        	   0.260	   0.170	J1204+1501 	10.00	
12 05 13.9	-17 32 18	B1202-172 	       	12 02 39.8	-17 15 36	X   	      	        	        	        	        	        	   0.200	        	J1205-1732 	20.00	
12 05 33.2	-26 34 04	B1202-262 	       	12 02 58.8	-26 17 22	Q   	 0.790	  13.000	        	   3.550	        	        	   1.340	   0.990	J1205-2634 	 0.15	wpj79
12 04 37.3	-28 38 22	B1202-283 	       	12 02 03.0	-28 21 40	Xs  	      	        	        	        	        	        	   0.220	        	J1204-2838 	20.00	
12 04 39.7	-30 28 54	B1202-302 	       	12 02 05.4	-30 12 12	Xs  	      	        	        	   0.800	        	        	   0.200	        	J1204-3028 	20.00	
12 04 59.6	-35 50 18	B1202-355 	       	12 02 25.1	-35 33 36	Xs  	      	   4.000	        	   1.080	        	        	   0.200	        	J1204-3550 	20.00	
12 05 20.4	-43 55 33	B1202-436 	       	12 02 45.5	-43 38 51	Xs  	      	        	        	   0.990	        	        	   0.180	        	J1205-4355 	20.00	
12 05 59.2	+00 18 06	B1203+005 	       	12 03 25.5	+00 34 48	Xs  	      	        	        	        	        	        	   0.070	        	J1205+0018 	20.00	
12 05 48.5	+00 53 42	B1203+011 	       	12 03 14.8	+01 10 24	Q   	 0.104	        	        	        	        	        	   0.130	   0.140	J1205+0053 	20.00	wl78,wjp77
12 06 20.0	+04 06 03	B1203+043 	4C04.40	12 03 46.4	+04 22 45	X   	      	  18.000	   8.300	   4.670	        	   1.500	   0.870	   0.430	J1206+0406 	20.00	
12 05 56.6	+10 43 06	B1203+109 	4C10.34	12 03 23.1	+10 59 48	Q   	 1.088	        	   2.200	   1.060	        	        	   0.220	   0.160	J1205+1043 	20.00	lw72
12 06 14.0	-00 22 42	B1203-001 	       	12 03 40.2	-00 06 00	Xs  	      	        	        	        	        	        	   0.070	        	J1206-0022 	20.00	
12 06 32.7	-07 14 52	B1203-069 	ON-006 	12 03 58.8	-06 58 10	X   	      	   6.000	        	   1.780	        	   0.700	   0.360	   0.250	J1206-0714 	20.00	
12 05 36.8	-30 19 08	B1203-300 	ON-305 	12 03 02.3	-30 02 26	Xs  	      	        	        	   1.500	        	        	   0.320	   0.190	J1205-3019 	20.00	
12 06 33.8	+22 15 50	B1204+225 	4C22.33	12 04 00.7	+22 32 32	E   	      	        	   3.200	        	        	   1.100	   0.620	   0.360	J1206+2215 	20.00	s73
12 07 23.0	-04 07 48	B1204-038 	       	12 04 49.1	-03 51 06	Q?  	      	        	        	        	        	        	   0.080	   0.060	J1207-0407 	20.00	
12 07 12.2	-09 29 50	B1204-092 	       	12 04 38.2	-09 13 08	Xs  	      	        	        	        	        	        	   0.120	        	J1207-0929 	20.00	
12 06 38.4	-12 54 01	B1204-126 	ON-107 	12 04 04.3	-12 37 19	Q?  	      	   6.000	        	   2.200	        	   0.800	   0.540	   0.320	J1206-1254 	20.00	
12 07 30.3	-27 02 57	B1204-267 	       	12 04 55.6	-26 46 15	Xs  	      	        	        	        	        	        	   0.230	        	J1207-2702 	20.00	
12 08 33.5	+00 54 23	B1205+011 	       	12 05 59.8	+01 11 05	X   	      	        	        	        	        	        	   0.250	   0.250	J1208+0054 	20.00	
12 07 41.6	-01 06 37	B1205-008 	       	12 05 07.8	-00 49 55	Q   	 1.002	        	        	        	        	        	   0.220	   0.200	J1207-0106 	20.00	wjp77
12 07 39.6	-17 02 54	B1205-167 	       	12 05 05.3	-16 46 12	Xs  	      	   9.000	        	        	        	   0.700	   0.440	        	J1207-1702 	20.00	
12 08 17.7	-78 10 11	B1205-778 	       	12 05 34.4	-77 53 29	Xs  	      	        	        	        	        	        	   0.240	        	J1208-7810 	20.00	
12 08 43.2	-78 45 32	B1205-784 	       	12 05 58.8	-78 28 50	Xs  	      	        	        	        	        	        	   0.190	        	J1208-7845 	20.00	
12 09 06.5	+23 09 46	B1206+234 	4C23.29	12 06 33.7	+23 26 28	Xs  	      	        	   3.700	        	   1.700	   0.600	   0.340	   0.210	J1209+2309 	20.00	
12 09 05.5	-02 57 30	B1206-026 	       	12 06 31.6	-02 40 48	Xs  	      	        	        	   0.850	        	   0.250	   0.150	        	J1209-0257 	20.00	
12 09 29.2	-20 11 52	B1206-199 	       	12 06 54.6	-19 55 10	Xs  	      	        	        	   0.990	        	        	   0.180	        	J1209-2011 	20.00	
12 09 14.1	-20 32 51	B1206-202 	       	12 06 39.5	-20 16 09	Xs  	      	        	        	        	        	        	   0.380	   0.650	J1209-2032 	20.00	
12 09 02.5	-24 06 21	B1206-238 	ON-210 	12 06 27.7	-23 49 39	Q   	      	        	        	        	        	        	   0.490	   0.710	J1209-2406 	 0.50	
12 08 38.9	-34 03 08	B1206-337 	       	12 06 03.7	-33 46 26	X   	      	  15.000	        	   4.650	        	        	   0.480	   0.220	J1208-3403 	20.00	
12 08 50.5	-36 45 34	B1206-364 	       	12 06 15.1	-36 28 52	Xs  	      	        	        	   1.410	        	        	   0.260	   0.160	J1208-3645 	20.00	
12 09 35.2	-40 16 12	B1206-399 	       	12 06 59.4	-39 59 30	Q   	 0.966	        	        	        	        	   0.610	   0.590	   0.530	J1209-4016 	 0.50	
12 09 22.5	-72 49 45	B1206-725 	       	12 06 41.2	-72 33 03	Xs  	      	        	        	   1.370	        	        	   0.330	   0.210	J1209-7249 	20.00	
12 10 31.3	-01 36 47	B1207-013 	       	12 07 57.5	-01 20 06	E   	      	        	        	   1.230	        	   0.550	   0.400	   0.250	J1210-0136 	20.00	
12 10 01.5	-12 17 28	B1207-120 	ON-112 	12 07 27.2	-12 00 46	Xs  	      	        	        	        	        	        	   0.220	        	J1210-1217 	20.00	
12 10 07.0	-13 33 49	B1207-132 	ON-113 	12 07 32.6	-13 17 07	Xs  	      	        	        	   1.270	        	        	   0.270	   0.180	J1210-1333 	20.00	
12 09 49.7	-25 23 23	B1207-251 	ON-212 	12 07 14.8	-25 06 41	Xs  	      	        	        	   0.940	        	        	   0.190	        	J1209-2523 	20.00	
12 09 47.0	-30 27 46	B1207-301 	       	12 07 11.8	-30 11 04	Xs  	      	        	        	   0.730	        	        	   0.110	        	J1209-3027 	20.00	
12 09 40.1	-32 14 45	B1207-319 	       	12 07 04.8	-31 58 03	Xs  	      	        	        	        	        	        	   0.320	   0.280	J1209-3214 	20.00	
12 10 29.9	-35 20 13	B1207-350 	       	12 07 54.3	-35 03 31	Xs  	      	        	        	        	        	        	   0.130	        	J1210-3520 	20.00	
12 11 19.0	-03 50 23	B1208-035 	       	12 08 45.1	-03 33 42	G   	      	        	        	        	        	        	   0.080	        	J1211-0350 	20.00	
12 11 01.8	-16 19 56	B1208-160 	ON-114 	12 08 27.2	-16 03 15	Xs  	      	        	        	        	        	        	   0.250	   0.160	J1211-1619 	20.00	
12 10 43.9	-27 59 02	B1208-277 	ON-214 	12 08 08.7	-27 42 20	Xs  	      	        	        	   1.580	        	        	   0.360	   0.210	J1210-2759 	20.00	
12 10 49.5	-42 02 32	B1208-417 	       	12 08 13.3	-41 45 50	*   	      	        	        	   0.880	        	        	   0.210	        	J1210-4202 	20.00	
12 10 44.2	-43 54 13	B1208-436 	       	12 08 07.8	-43 37 31	E   	      	        	        	        	        	        	   0.170	        	J1210-4354 	20.00	
12 10 40.4	-44 04 24	B1208-437 	       	12 08 04.0	-43 47 42	Xs  	      	        	        	        	        	        	   0.160	        	J1210-4404 	20.00	
12 11 25.3	-75 27 37	B1208-751 	       	12 08 40.4	-75 10 55	Xs  	      	        	        	   1.610	        	   0.500	   0.250	   0.160	J1211-7527 	20.00	
12 11 40.6	+12 21 55	B1209+126 	       	12 09 07.5	+12 38 36	Xs  	      	        	        	   0.950	        	   0.600	   0.170	        	J1211+1221 	20.00	
12 11 44.5	-01 05 35	B1209-008 	       	12 09 10.7	-00 48 54	Xs  	      	        	        	        	        	        	   0.080	        	J1211-0105 	20.00	
12 12 23.0	-03 39 59	B1209-033 	       	12 09 49.0	-03 23 18	Xs  	      	        	        	        	        	        	   0.060	        	J1212-0339 	20.00	
12 11 52.8	-10 38 23	B1209-103 	ON-116 	12 09 18.5	-10 21 42	Xs  	      	        	        	   1.220	        	        	   0.210	        	J1211-1038 	20.00	
12 11 56.8	-19 26 13	B1209-191 	       	12 09 22.0	-19 09 32	X   	      	        	        	        	        	        	   0.210	   0.360	J1211-1926 	20.00	
12 12 03.8	-22 21 39	B1209-220 	       	12 09 28.8	-22 04 58	Xs  	      	        	        	        	        	        	   0.180	        	J1212-2221 	20.00	
12 12 11.0	-37 38 39	B1209-373 	       	12 09 34.8	-37 21 58	Xg  	      	        	        	   0.770	        	        	   0.230	        	J1212-3738 	20.00	
12 11 53.9	-40 17 18	B1209-400 	       	12 09 17.5	-40 00 37	Xs  	      	   7.000	        	   1.880	        	        	   0.400	   0.230	J1211-4017 	20.00	
12 11 56.0	-53 09 37	B1209-528 	12-51  	12 09 18.1	-52 52 56	SNR 	      	 182.000	        	        	        	  62.000	  30.000	        	J1211-5309 	20.00	
12 11 51.5	-66 11 49	B1209-659 	       	12 09 10.8	-65 55 08	Xsa 	      	        	        	   1.470	        	        	   0.260	   0.170	J1211-6611 	20.00	
12 13 32.2	+13 07 20	B1210+134 	4C13.46	12 10 59.3	+13 24 01	Q   	 1.137	        	   3.100	   2.380	        	        	   0.950	   0.880	J1213+1307 	 1.00	lw72
12 12 56.1	+19 25 47	B1210+197 	       	12 10 23.6	+19 42 28	Q   	 1.240	        	        	        	        	        	   0.410	   0.360	J1212+1925 	20.00	ww76b
12 12 56.1	+20 32 37	B1210+208 	4C20.27	12 10 23.6	+20 49 18	G   	      	        	   6.500	        	   2.700	   1.400	   0.800	   0.360	J1212+2032 	20.00	
12 12 46.8	+23 57 48	B1210+242 	4C24.25	12 10 14.5	+24 14 29	Xs  	      	        	   2.500	        	   0.800	   0.200	   0.150	        	J1212+2357 	20.00	
12 13 13.1	-01 20 05	B1210-010 	       	12 10 39.3	-01 03 24	Xs  	      	        	        	        	        	        	   0.090	        	J1213-0120 	20.00	
12 13 23.5	-10 03 29	B1210-097 	       	12 10 49.1	-09 46 48	X   	      	        	        	        	        	        	   0.270	   0.280	J1213-1003 	20.00	
12 12 50.9	-29 16 48	B1210-290 	       	12 10 15.3	-29 00 07	Xs  	      	        	        	   1.080	        	        	   0.230	        	J1212-2916 	20.00	
12 13 07.9	-31 55 42	B1210-316 	       	12 10 32.0	-31 39 01	Xs  	      	        	        	   0.810	        	        	   0.150	        	J1213-3155 	20.00	
12 13 04.3	-80 37 07	B1210-803 	       	12 10 10.4	-80 20 26	Xs  	      	        	        	        	        	        	   0.140	        	J1213-8037 	20.00	
12 13 57.0	-00 13 14	B1211+000 	       	12 11 23.2	+00 03 27	G   	      	        	        	   1.140	        	   0.500	   0.330	   0.150	J1213-0013 	10.00	
12 14 07.4	+02 09 25	B1211+024 	       	12 11 33.8	+02 26 06	Xs  	      	        	        	        	        	        	   0.080	        	J1214+0209 	20.00	
12 13 51.6	+06 22 52	B1211+066 	4C06.43	12 11 18.3	+06 39 33	Xs  	      	        	   3.000	   1.450	        	        	   0.220	        	J1213+0622 	20.00	
12 14 26.5	+14 02 59	B1211+143 	4C14.46	12 11 53.7	+14 19 39	Xs  	      	        	   3.700	   2.120	        	        	   0.380	   0.210	J1214+1402 	20.00	
12 13 55.4	-00 38 41	B1211-003 	       	12 11 21.6	-00 22 00	Q   	      	        	        	        	        	        	   0.100	        	J1213-0038 	20.00	
12 13 55.7	-14 29 53	B1211-142 	       	12 11 21.0	-14 13 12	Xs  	      	        	        	        	        	        	   0.140	        	J1213-1429 	20.00	
12 13 54.0	-15 49 49	B1211-155 	ON-119 	12 11 19.2	-15 33 08	Xs  	      	        	        	        	        	        	   0.210	        	J1213-1549 	20.00	
12 13 44.5	-16 58 53	B1211-167 	       	12 11 09.6	-16 42 12	Xs  	      	        	        	        	        	        	   0.210	        	J1213-1658 	20.00	
12 14 04.9	-19 20 33	B1211-190 	       	12 11 29.8	-19 03 52	Xs  	      	        	        	   1.040	        	        	   0.170	        	J1214-1920 	20.00	
12 13 43.6	-19 32 16	B1211-192 	ON-1186	12 11 08.6	-19 15 35	Xg  	      	        	        	   0.770	        	        	   0.270	   0.210	J1213-1932 	20.00	
12 13 43.1	-26 13 48	B1211-259 	       	12 11 07.6	-25 57 07	Xg  	      	        	        	   1.100	        	        	   0.260	   0.150	J1213-2613 	20.00	
12 14 25.7	-27 30 08	B1211-272 	       	12 11 50.0	-27 13 27	Xs  	      	        	        	   0.970	        	        	   0.190	        	J1214-2730 	20.00	
12 14 16.1	-32 46 22	B1211-324 	       	12 11 39.9	-32 29 41	E   	      	        	        	        	        	        	   0.120	        	J1214-3246 	20.00	
12 14 07.6	-34 08 50	B1211-338 	       	12 11 31.3	-33 52 09	S   	      	        	        	   1.800	        	        	   0.420	   0.250	J1214-3408 	20.00	
12 14 32.0	-37 26 34	B1211-371 	       	12 11 55.3	-37 09 53	G   	      	        	        	   1.260	        	        	   0.320	   0.200	J1214-3726 	10.00	
12 14 19.0	-41 59 54	B1211-417 	12-41  	12 11 41.8	-41 43 13	E   	      	   7.000	        	   2.710	        	   1.330	   0.780	   0.470	J1214-4159 	10.00	
12 14 41.3	-65 29 13	B1211-652 	       	12 11 59.1	-65 12 32	Xs+ 	      	        	        	        	        	        	   0.290	        	J1214-6529 	20.00	
12 13 48.0	-68 41 43	B1211-684 	       	12 11 05.0	-68 25 02	Xs+ 	      	        	        	        	        	        	   0.170	        	J1213-6841 	20.00	
12 15 22.3	+00 18 47	B1212+005 	4C00.42	12 12 48.6	+00 35 27	Xs  	      	        	   3.600	   1.470	   0.900	        	   0.280	   0.160	J1215+0018 	20.00	
12 14 54.1	+03 08 08	B1212+034 	4C03.22	12 12 20.6	+03 24 48	Xs  	      	        	   2.300	        	        	        	   0.150	        	J1214+0308 	20.00	
12 15 15.2	+17 29 47	B1212+177 	4C17.54	12 12 42.7	+17 46 27	Xs  	      	        	   3.200	   2.470	        	        	   0.590	   0.320	J1215+1729 	20.00	
12 14 48.0	-01 00 13	B1212-007 	4C-0.48	12 12 14.2	-00 43 33	X   	      	  15.000	   5.600	   2.730	        	   0.940	   0.570	   0.300	J1214-0100 	20.00	
12 14 58.2	-02 25 52	B1212-021 	       	12 12 24.3	-02 09 12	X   	      	        	        	        	        	        	   0.090	        	J1214-0225 	20.00	
12 15 15.8	-06 28 21	B1212-061 	       	12 12 41.6	-06 11 41	Xs  	      	        	        	        	        	        	   0.210	        	J1215-0628 	20.00	
12 15 12.9	-14 06 53	B1212-138 	       	12 12 38.1	-13 50 13	Xs  	      	        	        	   0.840	        	        	   0.220	        	J1215-1406 	20.00	
12 14 45.2	-20 41 01	B1212-204 	ON-221 	12 12 10.0	-20 24 20	Xs  	      	        	        	   1.320	        	        	   0.250	   0.120	J1214-2041 	20.00	
12 15 10.0	-33 12 22	B1212-329 	       	12 12 33.6	-32 55 41	Xs  	      	        	        	        	        	        	   0.130	        	J1215-3312 	20.00	
12 14 59.7	-35 21 15	B1212-350 	       	12 12 23.1	-35 04 34	Xs  	      	        	        	        	        	        	   0.150	        	J1214-3521 	20.00	
12 14 57.0	-45 06 07	B1212-448 	       	12 12 19.3	-44 49 26	Xs  	      	  13.000	        	   2.000	        	        	   0.350	   0.160	J1214-4506 	20.00	
12 15 49.5	-82 05 24	B1212-818 	       	12 12 46.3	-81 48 43	Xs  	      	        	        	   0.880	        	        	   0.230	        	J1215-8205 	20.00	
12 15 48.8	+12 21 31	B1213+126 	       	12 13 16.0	+12 38 11	Xs  	      	        	        	   1.500	        	        	   0.280	   0.130	J1215+1221 	20.00	
12 16 07.8	-02 36 28	B1213-023 	       	12 13 33.9	-02 19 48	X   	      	        	        	        	        	        	   0.090	        	J1216-0236 	20.00	
12 16 29.6	-08 59 40	B1213-087 	ON-024 	12 13 55.2	-08 43 00	Xs  	      	        	        	   1.840	        	        	   0.330	   0.160	J1216-0859 	20.00	
12 16 25.6	-10 33 28	B1213-102 	       	12 13 51.0	-10 16 48	Xs  	      	        	        	        	        	        	   0.290	   0.310	J1216-1033 	20.00	
12 16 30.4	-15 00 18	B1213-147 	       	12 13 55.5	-14 43 38	X   	      	        	        	   1.600	        	        	   0.180	        	J1216-1500 	20.00	
12 15 46.8	-17 31 45	B1213-172 	ON-122 	12 13 11.7	-17 15 05	Xa  	      	   5.000	        	   2.760	        	   1.500	   1.330	   1.280	J1215-1731 	 0.15	
12 16 29.9	-33 04 48	B1213-328 	       	12 13 53.3	-32 48 08	Xs  	      	        	        	        	        	        	   0.110	        	J1216-3304 	20.00	
12 17 07.0	-03 11 44	B1214-029 	4C-2.52	12 14 33.0	-02 55 04	Xs  	      	        	   2.500	   0.900	        	        	   0.230	   0.110	J1217-0311 	20.00	
12 17 16.5	-28 45 43	B1214-284 	       	12 14 40.2	-28 29 03	Xs  	      	        	        	   0.770	        	        	   0.160	        	J1217-2845 	20.00	
12 18 27.8	+01 02 39	B1215+013 	       	12 15 54.1	+01 19 18	G   	 0.118	        	        	        	        	        	   0.200	        	J1218+0102 	20.00	wjp77
12 17 36.1	+03 38 17	B1215+039 	4C04.41	12 15 02.7	+03 54 57	D+E 	 0.075	  30.000	   5.300	   7.800	   5.700	   1.300	   1.190	   0.530	J1217+0338 	20.00	b67
12 17 45.7	+07 51 21	B1215+081 	       	12 15 12.6	+08 08 01	Q?  	      	        	        	        	        	        	   0.150	   0.090	J1217+0751 	20.00	
12 17 56.8	+25 29 27	B1215+257 	4C25.39	12 15 25.4	+25 46 06	Q   	      	  12.000	   4.200	        	   1.600	   0.800	   0.440	   0.250	J1217+2529 	10.00	ww76a
