#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2013-07-26T09:49:57 [V1.97 (28-Nov-2012)]
#   In case of problem, please report to:	question@simbad.u-strasbg.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.97 (28-Nov-2012)	
#INFO	-ref=VIZ51f244583b40	
#INFO	-out.max=unlimited	
#INFO	queryParameters=21	
#-oc.form=sexa
#-out.max=unlimited
#-out.add=_RAJ,_DEJ
#-sort=_r
#-nav=cat:VIII/16&tab:{VIII/16/mrcj2000}&key:source=VIII/16&HTTPPRM:&-out.max=20&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-oc.form=sexa&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=VIII/16/mrcj2000
#-order=I
#-out=MRC
#-out=RAB1950
#-out=DEB1950
#-out=RA2000
#-out=DE2000
#-out=S408
#-out=e_S408
#-out=n_S408
#-out=Mflag
#-out=Cflag
#

#RESOURCE=yCat_8016
#Name: VIII/16
#Title: Molonglo Reference Catalogue of Radio Sources (Large+ 1991)
#Coosys	B1950:	eq_FK4 B1950
#Table	VIII_16_mrcj2000:
#Name: VIII/16/mrcj2000
#Title: Catalog Data
#Column	_RAJ2000	(A10)	Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(A9)	Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data)	[ucd=pos.eq.dec]
#Column	MRC	(a9)	Recommended IAU name of the source based on B1950 equinox.	[ucd=meta.id;meta.main]
#Column	RAB1950	(A10)	Right ascension in B1950 equinox	[ucd=pos.eq.ra;meta.main]
#Column	DEB1950	(A9)	DEC in degrees in B1950 equinox	[ucd=pos.eq.dec;meta.main]
#Column	RA2000	(A10)	Right ascension in J2000 equinox (Converted from B1950 using the STARLINK program COCO)	[ucd=pos.eq.ra]
#Column	DE2000	(A9)	DEC in J2000 equinox	[ucd=pos.eq.dec]
#Column	S408	(F7.2)	Flux density	[ucd=phot.flux.density;em.radio.200-400MHz]
#Column	e_S408	(F5.2)	Standard error	[ucd=stat.error]
#Column	n_S408	(A1)	[*] scattering flag (1)	[ucd=meta.note]
#Column	Mflag	(A3)	[ AECMN] *Morphology flags	[ucd=meta.code]
#Column	Cflag	(A3)	[ CJMPRST] Cross-reference flags.	[ucd=meta.code]
_RAJ2000	_DEJ2000	MRC	RAB1950	DEB1950	RA2000	DE2000	S408	e_S408	n_S408	Mflag	Cflag
12 37 14.0	-72 34 49	1234-723 	12 34 07.5	-72 18 19	12 37 14.0	-72 34 49	   0.97	 0.06	 	C  	JPS
12 37 15.1	-50 46 24	1234-504 	12 34 28.6	-50 29 54	12 37 15.1	-50 46 24	   4.57	 0.08	 	   	
12 37 05.4	+01 35 55	1234+018 	12 34 32.0	+01 52 25	12 37 05.5	+01 35 55	   1.43	 0.06	 	   	 P
12 37 31.5	-66 52 00	1234-665 	12 34 33.4	-66 35 30	12 37 31.5	-66 52 00	   1.52	 0.09	 	   	 P
12 37 07.1	+17 16 18	1234+175 	12 34 36.6	+17 32 48	12 37 07.1	+17 16 18	   0.82	 0.08	 	   	
12 37 25.9	-41 15 57	1234-409 	12 34 43.0	-40 59 27	12 37 25.9	-41 15 57	   1.08	 0.07	 	   	
12 37 25.1	-05 27 52	1234-051 	12 34 50.4	-05 11 22	12 37 25.1	-05 27 52	   0.92	 0.13	 	   	 P
12 37 37.3	-49 18 52	1234-490 	12 34 51.4	-49 02 22	12 37 37.3	-49 18 52	   1.43	 0.06	 	E  	J
12 37 24.9	+04 57 38	1234+052 	12 34 52.1	+05 14 08	12 37 24.9	+04 57 38	   1.00	 0.04	 	   	
12 37 49.7	-58 38 26	1234-583 	12 34 58.7	-58 21 56	12 37 49.7	-58 38 26	   1.08	 0.12	 	   	
12 37 49.6	-51 43 49	1235-514 	12 35 02.5	-51 27 19	12 37 49.6	-51 43 49	   0.88	 0.04	 	   	
12 37 53.1	-15 59 00	1235-157 	12 35 16.3	-15 42 30	12 37 53.1	-15 58 59	   1.17	 0.06	 	E  	 P
12 37 54.5	-18 30 25	1235-182 	12 35 17.2	-18 13 55	12 37 54.5	-18 30 24	   1.07	 0.06	 	   	 P
12 37 51.2	+07 49 14	1235+080 	12 35 18.9	+08 05 43	12 37 51.2	+07 49 14	   0.75	 0.06	 	   	
12 38 07.5	-52 29 53	1235-522 	12 35 19.9	-52 13 23	12 38 07.5	-52 29 52	   0.99	 0.03	 	   	
12 38 11.4	-22 56 05	1235-226 	12 35 33.1	-22 39 36	12 38 11.4	-22 56 05	   1.92	 0.09	 	   	 P
12 38 07.0	+05 30 21	1235+057 	12 35 34.3	+05 46 50	12 38 07.0	+05 30 21	   0.84	 0.07	 	   	
12 38 23.0	-45 22 39	1235-451 	12 35 38.4	-45 06 10	12 38 23.0	-45 22 39	   1.28	 0.08	 	   	
12 38 31.9	-50 55 17	1235-506 	12 35 44.9	-50 38 48	12 38 31.9	-50 55 17	   2.17	 0.04	 	   	
12 38 19.3	+08 45 15	1235+090 	12 35 47.2	+09 01 44	12 38 19.3	+08 45 15	   1.31	 0.08	 	   	
12 38 44.6	+10 27 15	1236+107 	12 36 12.9	+10 43 44	12 38 44.6	+10 27 15	   1.25	 0.04	 	   	
12 39 06.6	-00 39 33	1236-003 	12 36 32.7	-00 23 04	12 39 06.6	-00 39 32	   1.01	 0.09	 	   	
12 39 09.4	+05 18 44	1236+055 	12 36 36.7	+05 35 13	12 39 09.4	+05 18 45	   2.51	 0.12	 	   	 P
12 39 47.0	-68 45 31	1236-684 	12 36 44.9	-68 29 02	12 39 47.0	-68 45 30	   1.71	 0.08	 	   	 P
12 39 32.2	-20 21 54	1236-200 	12 36 54.4	-20 05 26	12 39 32.3	-20 21 54	   1.04	 0.03	 	   	
12 39 38.9	-03 18 59	1237-030 	12 37 04.5	-03 02 31	12 39 38.9	-03 18 59	   1.51	 0.05	 	   	 P
12 39 43.2	-10 23 31	1237-101 	12 37 07.4	-10 07 03	12 39 43.2	-10 23 31	   2.06	 0.05	 	   	 P
12 39 40.6	+17 47 35	1237+180 	12 37 10.4	+18 04 03	12 39 40.6	+17 47 35	   0.74	 0.06	 	   	
12 40 08.5	-48 26 18	1237-481 	12 37 22.1	-48 09 50	12 40 08.5	-48 26 18	   1.50	 0.06	 	   	
12 40 06.5	-33 04 51	1237-328 	12 37 25.5	-32 48 23	12 40 06.6	-33 04 51	   0.94	 0.07	 	   	
12 40 30.1	-40 49 06	1237-405 	12 37 46.6	-40 32 38	12 40 30.1	-40 49 06	   0.75	 0.04	 	   	
12 40 25.8	-17 17 23	1237-170 	12 37 48.5	-17 00 55	12 40 25.8	-17 17 23	   2.74	 0.09	 	   	 P
12 40 27.4	-20 15 34	1237-199 	12 37 49.5	-19 59 06	12 40 27.4	-20 15 34	   1.12	 0.02	 	   	
12 40 45.3	-58 40 36	1237-584 	12 37 52.9	-58 24 08	12 40 45.3	-58 40 36	   1.41	 0.09	 	   	
12 40 30.8	-19 26 09	1237-191 	12 37 53.1	-19 09 41	12 40 30.8	-19 26 09	   0.77	 0.06	 	   	
12 40 43.0	-31 57 07	1238-316 	12 38 02.2	-31 40 39	12 40 43.1	-31 57 06	   1.01	 0.07	 	   	
12 40 57.0	-57 20 58	1238-570 	12 38 05.4	-57 04 30	12 40 57.0	-57 20 57	   1.29	 0.10	 	   	
12 40 52.4	-23 54 26	1238-236 	12 38 13.6	-23 37 59	12 40 52.4	-23 54 26	   1.11	 0.07	 	   	 P
12 41 02.4	-49 41 53	1238-494 	12 38 15.1	-49 25 25	12 41 02.4	-49 41 52	   1.04	 0.07	 	   	
12 41 40.6	-74 26 09	1238-741 	12 38 25.5	-74 09 42	12 41 40.6	-74 26 09	   1.44	 0.08	 	   	 P
12 40 57.5	+18 30 27	1238+187 	12 38 27.6	+18 46 54	12 40 57.5	+18 30 27	   0.82	 0.18	 	   	
12 41 12.1	-00 05 30	1238+001 	12 38 38.3	+00 10 57	12 41 12.1	-00 05 30	   1.42	 0.05	 	   	 P
12 41 23.6	-23 09 20	1238-228 	12 38 44.9	-22 52 53	12 41 23.6	-23 09 20	   0.85	 0.08	 	   	
12 41 27.2	-27 35 57	1238-273 	12 38 47.4	-27 19 30	12 41 27.2	-27 35 57	   0.83	 0.05	 	   	
12 41 29.7	-07 16 16	1238-069 	12 38 54.5	-06 59 49	12 41 29.7	-07 16 16	   1.42	 0.08	 	   	 P
12 41 50.5	-41 33 35	1239-412 	12 39 06.4	-41 17 08	12 41 50.5	-41 33 35	   1.11	 0.05	 	   	 P
12 41 51.9	+16 33 42	1239+168 	12 39 21.7	+16 50 08	12 41 51.9	+16 33 42	   1.06	 0.07	 	   	
12 42 13.1	-12 44 48	1239-124 	12 39 36.7	-12 28 22	12 42 13.1	-12 44 48	   0.99	 0.07	 	   	
12 50 56.5	-88 41 59	1239-884 	12 39 39.6	-88 25 36	12 50 56.4	-88 41 59	   1.26	 0.08	 	   	
12 42 59.9	-75 33 36	1239-752 	12 39 40.1	-75 17 10	12 42 59.9	-75 33 36	   2.40	 0.12	 	   	 P
12 42 19.8	-04 46 17	1239-044 	12 39 45.1	-04 29 51	12 42 19.8	-04 46 17	  10.24	 0.43	 	   	 P
12 42 50.6	-69 19 11	1239-690 	12 39 45.3	-69 02 45	12 42 50.6	-69 19 11	   0.89	 0.04	 	   	
12 43 46.7	-82 09 59	1239-818 	12 39 46.4	-81 53 33	12 43 46.6	-82 09 59	   1.07	 0.07	 	   	 P
12 42 39.5	-51 07 29	1239-508 	12 39 51.0	-50 51 03	12 42 39.5	-51 07 29	   0.92	 0.04	 	   	
12 42 27.4	+05 54 49	1239+061 	12 39 54.9	+06 11 15	12 42 27.4	+05 54 49	   0.72	 0.06	 	   	
12 42 34.7	-25 58 21	1239-256 	12 39 55.1	-25 41 55	12 42 34.7	-25 58 21	   0.96	 0.05	 	   	 P
12 42 31.9	-08 57 32	1239-086 	12 39 56.3	-08 41 06	12 42 31.9	-08 57 32	   1.67	 0.06	 	   	 P
12 42 38.1	-06 25 27	1240-061 	12 40 03.0	-06 09 01	12 42 38.1	-06 25 27	   1.86	 0.06	 	   	
12 42 37.8	+09 40 54	1240+099 	12 40 06.1	+09 57 20	12 42 37.8	+09 40 54	   1.52	 0.05	 	   	
12 42 56.9	-27 26 17	1240-271 	12 40 16.9	-27 09 51	12 42 56.9	-27 26 17	   1.45	 0.05	 	   	 P
12 42 52.9	+11 21 35	1240+116 	12 40 21.6	+11 38 01	12 42 52.9	+11 21 36	   0.71	 0.05	 	   	
12 43 12.1	-21 12 07	1240-209 	12 40 33.7	-20 55 41	12 43 12.1	-21 12 06	   4.58	 0.15	 	   	 P
12 44 24.9	-79 06 37	1240-788 	12 40 47.8	-78 50 12	12 44 24.9	-79 06 37	   0.85	 0.07	 	   	 P
12 43 34.0	-39 41 46	1240-394 	12 40 50.1	-39 25 20	12 43 34.0	-39 41 45	   0.99	 0.06	 	   	 P
12 43 39.0	-33 07 59	1240-328 	12 40 57.3	-32 51 34	12 43 39.0	-33 07 59	   0.85	 0.07	 	   	 P
12 43 35.6	-18 33 43	1240-182 	12 40 57.8	-18 17 18	12 43 35.7	-18 33 43	   1.52	 0.06	*	   	 P
12 43 34.1	-06 13 30	1240-059 	12 40 59.0	-05 57 05	12 43 34.1	-06 13 30	   0.87	 0.05	 	   	 P
12 43 50.4	-27 52 16	1241-275 	12 41 10.2	-27 35 51	12 43 50.4	-27 52 16	   1.67	 0.06	 	   	 P
12 43 47.5	-06 53 49	1241-066 	12 41 12.3	-06 37 24	12 43 47.5	-06 53 49	   1.18	 0.05	 	   	 P
12 43 55.1	-03 05 35	1241-028 	12 41 20.7	-02 49 10	12 43 55.1	-03 05 35	   0.97	 0.06	 	   	 P
12 44 23.2	-66 37 15	1241-663A	12 41 20.9	-66 20 50	12 44 23.2	-66 37 15	   1.04	 0.04	 	NM 	J
12 44 04.2	-29 24 50	1241-291 	12 41 23.5	-29 08 25	12 44 04.2	-29 24 50	   1.37	 0.06	 	   	 P
12 43 57.7	+16 22 48	1241+166 	12 41 27.6	+16 39 13	12 43 57.7	+16 22 48	   9.31	 0.41	 	   	 P
12 44 13.8	-09 31 59	1241-092 	12 41 38.0	-09 15 34	12 44 13.8	-09 31 59	   0.84	 0.04	 	   	
12 44 32.2	-52 13 03	1241-519 	12 41 42.4	-51 56 38	12 44 32.2	-52 13 03	   0.82	 0.07	 	   	
12 44 29.3	-40 12 51	1241-399 	12 41 45.0	-39 56 26	12 44 29.3	-40 12 51	   1.27	 0.05	 	   	 P
12 44 36.2	-46 53 03	1241-466 	12 41 49.1	-46 36 38	12 44 36.2	-46 53 02	   1.03	 0.07	 	   	
12 44 23.5	+05 16 35	1241+055 	12 41 50.9	+05 33 00	12 44 23.5	+05 16 36	   0.80	 0.06	 	   	
12 44 55.8	-66 39 13	1241-663B	12 41 53.1	-66 22 48	12 44 55.8	-66 39 12	   0.85	 0.05	 	NM 	JP
12 44 41.0	-43 40 40	1241-434 	12 41 55.3	-43 24 15	12 44 41.0	-43 40 39	   1.34	 0.14	 	   	 P
12 44 49.1	-50 09 47	1242-498 	12 42 00.3	-49 53 22	12 44 49.1	-50 09 46	   0.79	 0.06	 	   	
12 46 07.1	-78 16 46	1242-780 	12 42 32.2	-78 00 22	12 46 07.1	-78 16 46	   1.31	 0.07	 	   	 P
12 45 16.8	-34 40 07	1242-343 	12 42 34.3	-34 23 43	12 45 16.8	-34 40 07	   1.30	 0.08	 	   	 P
12 45 08.6	-00 27 50	1242-001 	12 42 34.8	-00 11 26	12 45 08.6	-00 27 50	   0.91	 0.04	 	E  	
12 45 37.1	-55 22 14	1242-550 	12 42 44.9	-55 05 50	12 45 37.1	-55 22 14	   0.94	 0.05	 	   	
12 45 29.8	-15 02 13	1242-147 	12 42 52.6	-14 45 49	12 45 29.8	-15 02 13	   0.83	 0.07	 	   	
12 45 38.6	+03 23 15	1243+036 	12 43 05.6	+03 39 38	12 45 38.6	+03 23 15	   1.81	 0.08	 	   	 P
12 45 44.0	-17 57 38	1243-176 	12 43 06.1	-17 41 14	12 45 44.0	-17 57 37	   1.19	 0.05	 	   	 P
12 46 00.5	-53 49 03	1243-535 	12 43 09.2	-53 32 39	12 46 00.5	-53 49 02	   4.48	 0.52	 	   	 P
12 45 57.4	-41 28 45	1243-412 	12 43 12.3	-41 12 21	12 45 57.4	-41 28 44	   4.40	 0.14	 	   	 P
12 48 23.8	-85 12 59	1243-849 	12 43 15.9	-84 56 36	12 48 23.8	-85 12 58	   3.68	 0.12	 	   	 P
12 46 11.8	-44 42 33	1243-444 	12 43 25.3	-44 26 10	12 46 11.9	-44 42 33	   3.07	 0.14	 	   	 P
12 46 04.1	-14 52 54	1243-146 	12 43 26.9	-14 36 31	12 46 04.1	-14 52 54	   1.30	 0.06	 	   	 P
12 46 15.2	-44 53 24	1243-446 	12 43 28.6	-44 37 01	12 46 15.3	-44 53 24	   0.84	 0.07	 	   	 P
12 46 04.6	-07 30 41	1243-072 	12 43 29.2	-07 14 18	12 46 04.6	-07 30 41	   1.01	 0.05	 	   	 P
12 46 37.0	-69 09 14	1243-688 	12 43 29.2	-68 52 51	12 46 37.0	-69 09 14	   1.13	 0.04	 	   	
12 46 34.0	-29 13 44	1243-289 	12 43 53.0	-28 57 21	12 46 34.1	-29 13 44	   0.90	 0.06	 	   	
12 46 24.6	+17 10 39	1243+174 	12 43 54.9	+17 27 02	12 46 24.6	+17 10 39	   0.85	 0.07	 	   	
12 46 46.3	-45 37 50	1243-453 	12 43 59.2	-45 21 27	12 46 46.3	-45 37 50	   1.27	 0.08	 	   	
12 46 47.2	-25 47 48	1244-255 	12 44 07.1	-25 31 25	12 46 47.2	-25 47 48	   1.23	 0.04	 	   	 P
12 46 45.6	-14 45 52	1244-144 	12 44 08.4	-14 29 29	12 46 45.6	-14 45 51	   0.87	 0.05	 	   	
12 46 39.2	+13 11 10	1244+134 	12 44 08.6	+13 27 33	12 46 39.3	+13 11 11	   1.06	 0.07	 	   	
12 47 01.4	-11 30 08	1244-112 	12 44 25.0	-11 13 46	12 47 01.4	-11 30 08	   3.39	 0.13	 	   	 P
12 47 17.1	+12 36 53	1244+128 	12 44 46.4	+12 53 15	12 47 17.2	+12 36 53	   0.94	 0.05	 	   	
12 47 21.0	+09 03 10	1244+093 	12 44 49.4	+09 19 32	12 47 21.0	+09 03 10	   1.16	 0.05	 	   	
12 47 31.0	+12 55 36	1245+131 	12 45 00.3	+13 11 58	12 47 31.0	+12 55 36	   0.87	 0.07	 	   	
12 49 54.0	-83 04 07	1245-827 	12 45 28.9	-82 47 46	12 49 54.0	-83 04 07	   2.98	 0.14	 	   	 P
12 48 10.4	-17 29 40	1245-172 	12 45 32.4	-17 13 19	12 48 10.4	-17 29 40	   1.02	 0.05	 	   	 P
12 48 30.1	-56 26 25	1245-561 	12 45 35.9	-56 10 04	12 48 30.1	-56 26 25	   0.78	 0.05	 	   	
12 48 09.6	+16 45 53	1245+170 	12 45 40.0	+17 02 14	12 48 09.6	+16 45 53	   2.06	 0.10	 	   	 P
12 48 28.3	-45 59 47	1245-457 	12 45 40.5	-45 43 26	12 48 28.3	-45 59 47	   1.77	 0.09	 	   	
12 48 35.9	-53 52 27	1245-536 	12 45 43.5	-53 36 06	12 48 35.9	-53 52 27	   2.74	 0.09	 	   	
12 48 23.9	-19 59 15	1245-197 	12 45 45.2	-19 42 54	12 48 23.9	-19 59 15	   8.61	 0.16	 	   	 P
12 48 17.2	+11 17 20	1245+115 	12 45 46.2	+11 33 41	12 48 17.2	+11 17 20	   1.15	 0.04	 	   	
12 48 23.6	-06 31 52	1245-062 	12 45 48.3	-06 15 31	12 48 23.6	-06 31 52	   0.89	 0.04	 	   	
12 48 35.6	-44 55 25	1245-446 	12 45 48.3	-44 39 04	12 48 35.6	-44 55 25	   1.21	 0.08	 	   	 P
12 48 34.6	-33 38 05	1245-333 	12 45 51.8	-33 21 44	12 48 34.6	-33 38 05	   1.61	 0.08	 	   	 P
12 48 39.8	-29 31 49	1245-292 	12 45 58.3	-29 15 28	12 48 39.8	-29 31 49	   1.81	 0.07	 	   	 P
12 48 49.5	-41 18 42	1246-410 	12 46 03.7	-41 02 21	12 48 49.5	-41 18 42	  10.59	 0.46	 	   	 P
12 48 51.2	+02 09 25	1246+024 	12 46 18.0	+02 25 46	12 48 51.2	+02 09 26	   1.69	 0.22	 	   	 P
12 48 49.5	+09 16 32	1246+095 	12 46 18.0	+09 32 53	12 48 49.5	+09 16 33	   2.90	 0.14	 	   	 P
12 48 58.2	-17 18 48	1246-170 	12 46 20.2	-17 02 27	12 48 58.2	-17 18 48	   0.76	 0.06	 	   	 P
12 49 54.1	-76 47 53	1246-765 	12 46 21.6	-76 31 32	12 49 54.1	-76 47 52	   1.31	 0.06	 	   	 P
12 49 05.2	-23 24 27	1246-231 	12 46 25.5	-23 08 06	12 49 05.2	-23 24 26	   1.17	 0.05	 	   	 P
12 49 21.3	-20 55 18	1246-206 	12 46 42.3	-20 38 58	12 49 21.3	-20 55 18	   1.18	 0.04	 	   	 P
12 49 19.9	-06 10 42	1246-059 	12 46 44.7	-05 54 22	12 49 19.9	-06 10 42	   1.45	 0.07	 	   	 P
12 49 27.3	-27 04 45	1246-268 	12 46 46.5	-26 48 25	12 49 27.3	-27 04 45	   0.80	 0.04	 	   	 P
12 49 31.6	-14 29 54	1246-142 	12 46 54.3	-14 13 34	12 49 31.6	-14 29 54	   1.13	 0.07	 	   	
12 49 42.8	-15 12 01	1247-149 	12 47 05.3	-14 55 41	12 49 42.8	-15 12 01	   1.29	 0.08	 	   	 P
12 50 04.5	-51 05 52	1247-508 	12 47 13.4	-50 49 32	12 50 04.5	-51 05 52	   1.27	 0.04	 	   	
12 50 05.7	-40 26 29	1247-401 	12 47 20.0	-40 10 09	12 50 05.7	-40 26 29	   6.03	 0.18	 	   	 P
12 50 09.4	-29 16 30	1247-290 	12 47 27.8	-29 00 10	12 50 09.4	-29 16 30	   1.87	 0.07	 	   	 P
12 50 03.7	-01 32 15	1247-012 	12 47 29.6	-01 15 55	12 50 03.7	-01 32 14	   0.73	 0.05	 	   	
12 50 20.9	-19 46 04	1247-194 	12 47 42.1	-19 29 44	12 50 20.9	-19 46 03	   2.91	 0.09	 	   	 P
12 50 45.7	-41 19 34	1247-410 	12 47 59.4	-41 03 15	12 50 45.7	-41 19 34	   1.35	 0.06	 	   	
12 51 39.3	-75 30 34	1248-752 	12 48 10.2	-75 14 15	12 51 39.3	-75 30 34	   0.83	 0.07	 	   	 P
12 50 49.7	-17 05 23	1248-168 	12 48 11.6	-16 49 04	12 50 49.7	-17 05 23	   1.13	 0.05	*	   	 P
12 50 54.7	+11 49 15	1248+120 	12 48 24.0	+12 05 34	12 50 54.7	+11 49 15	   0.85	 0.05	 	   	
12 51 00.3	+11 04 31	1248+113 	12 48 29.4	+11 20 50	12 51 00.3	+11 04 32	   0.92	 0.04	 	   	
12 51 19.9	-16 03 51	1248-157 	12 48 42.0	-15 47 32	12 51 19.9	-16 03 50	   1.14	 0.04	 	   	
12 51 36.6	-51 08 49	1248-508 	12 48 44.9	-50 52 30	12 51 36.6	-51 08 48	   1.54	 0.04	 	   	
12 51 59.4	-67 06 58	1248-668 	12 48 51.3	-66 50 40	12 51 59.4	-67 06 58	   0.78	 0.05	 	   	
12 51 50.4	-54 20 22	1248-540 	12 48 56.4	-54 04 04	12 51 50.4	-54 20 22	   0.78	 0.06	 	   	
12 51 29.6	+04 46 46	1248+050 	12 48 57.1	+05 03 04	12 51 29.6	+04 46 46	   2.04	 0.09	 	   	 P
12 51 44.3	-37 12 32	1248-369 	12 48 59.5	-36 56 14	12 51 44.3	-37 12 32	   0.80	 0.08	 	   	
12 51 42.5	+08 56 14	1249+092 	12 49 11.1	+09 12 32	12 51 42.5	+08 56 14	   3.99	 0.13	 	A  	 P
12 52 03.0	-49 24 49	1249-491 	12 49 12.2	-49 08 31	12 52 03.0	-49 24 49	   1.58	 0.06	 	   	
12 52 04.7	-21 42 10	1249-214 	12 49 25.1	-21 25 52	12 52 04.7	-21 42 10	   0.92	 0.05	 	   	
12 52 15.1	-31 03 47	1249-307 	12 49 32.5	-30 47 29	12 52 15.1	-31 03 47	   1.11	 0.07	 	   	 P
12 52 50.6	-70 27 09	1249-701 	12 49 35.4	-70 10 51	12 52 50.6	-70 27 08	   1.74	 0.05	 	   	
12 52 19.5	-08 55 07	1249-086 	12 49 43.5	-08 38 49	12 52 19.5	-08 55 06	   0.80	 0.06	 	   	
12 52 23.0	+03 15 43	1249+035 	12 49 50.1	+03 32 00	12 52 23.0	+03 15 43	   2.35	 0.08	 	   	 P
12 52 34.4	-13 52 33	1249-136 	12 49 57.0	-13 36 16	12 52 34.4	-13 52 33	   1.91	 0.10	 	   	 P
12 52 35.4	+17 13 32	1250+174 	12 50 06.3	+17 29 49	12 52 35.4	+17 13 32	   0.81	 0.06	 	   	
12 52 54.7	-42 13 32	1250-419 	12 50 07.5	-41 57 15	12 52 54.7	-42 13 32	   1.29	 0.17	 	   	 P
12 52 57.1	-45 30 08	1250-452 	12 50 08.2	-45 13 51	12 52 57.1	-45 30 08	   0.80	 0.06	 	   	
12 53 48.5	-76 34 08	1250-762 	12 50 12.4	-76 17 51	12 53 48.5	-76 34 08	   0.77	 0.06	 	   	 P
12 52 52.8	+11 39 18	1250+119A	12 50 22.2	+11 55 35	12 52 52.9	+11 39 18	   1.21	 0.04	 	M  	 PS
12 53 11.8	-34 59 13	1250-347 	12 50 27.6	-34 42 56	12 53 11.8	-34 59 13	   1.35	 0.08	 	   	 P
12 53 07.0	-10 29 16	1250-102 	12 50 30.5	-10 12 59	12 53 07.0	-10 29 16	   1.33	 0.04	 	A  	 PC
12 53 03.5	+02 38 18	1250+029 	12 50 30.5	+02 54 35	12 53 03.5	+02 38 18	   4.13	 0.15	 	   	
12 53 09.8	+01 28 30	1250+017 	12 50 36.5	+01 44 47	12 53 09.8	+01 28 31	   0.84	 0.05	 	   	
12 53 31.1	-52 47 13	1250-525 	12 50 37.6	-52 30 56	12 53 31.1	-52 47 13	   0.90	 0.07	 	   	
12 53 13.5	+11 39 38	1250+119B	12 50 42.9	+11 55 54	12 53 13.5	+11 39 38	   0.99	 0.04	 	M  	 S
12 53 33.1	+15 42 24	1251+159 	12 51 03.6	+15 58 40	12 53 33.1	+15 42 24	   5.83	 0.26	 	   	 P
12 53 47.8	+05 36 30	1251+058 	12 51 15.6	+05 52 46	12 53 47.8	+05 36 30	   1.28	 0.06	 	   	 P
12 54 11.0	-18 45 29	1251-184 	12 51 32.1	-18 29 13	12 54 11.0	-18 45 29	   3.14	 0.15	 	   	 P
12 54 22.0	-29 00 56	1251-287 	12 51 39.8	-28 44 40	12 54 22.0	-29 00 55	   0.94	 0.05	 	N  	 P
12 54 19.4	-19 23 39	1251-191 	12 51 40.3	-19 07 23	12 54 19.4	-19 23 38	   0.74	 0.05	 	   	
12 55 00.3	-71 38 21	1251-713 	12 51 40.5	-71 22 05	12 55 00.3	-71 38 20	   1.62	 0.06	 	   	 P
12 54 40.7	-29 13 45	1251-289 	12 51 58.4	-28 57 30	12 54 40.7	-29 13 45	   4.22	 0.17	 	   	 P
12 54 37.3	-12 33 34	1252-122 	12 52 00.1	-12 17 19	12 54 37.3	-12 33 34	  14.70	 0.64	 	   	 P
12 54 38.6	+11 41 04	1252+119 	12 52 08.1	+11 57 19	12 54 38.6	+11 41 04	   0.93	 0.04	 	   	 P
12 54 49.3	-19 30 02	1252-192 	12 52 10.1	-19 13 47	12 54 49.3	-19 30 02	   0.97	 0.05	 	   	
12 54 59.1	+08 59 43	1252+092 	12 52 27.8	+09 15 58	12 54 59.1	+08 59 43	   0.85	 0.05	 	   	 P
12 55 21.1	-40 18 44	1252-400 	12 52 34.2	-40 02 29	12 55 21.1	-40 18 44	   1.20	 0.06	 	   	
12 55 26.7	-13 39 09	1252-133 	12 52 49.2	-13 22 55	12 55 26.7	-13 39 09	   1.08	 0.07	 	E  	 P
12 55 32.0	+18 18 04	1253+185 	12 53 03.5	+18 34 18	12 55 32.0	+18 18 04	   0.94	 0.07	 	   	
12 56 02.6	-48 18 04	1253-480 	12 53 11.2	-48 01 50	12 56 02.6	-48 18 04	   1.04	 0.05	 	   	
12 55 55.2	-12 23 03	1253-121 	12 53 18.0	-12 06 49	12 55 55.2	-12 23 03	   1.81	 0.09	 	   	
12 56 02.7	+02 20 32	1253+026 	12 53 29.6	+02 36 46	12 56 02.7	+02 20 32	   2.10	 0.08	 	   	 P
12 56 10.9	-05 47 16	1253-055 	12 53 35.6	-05 31 02	12 56 10.9	-05 47 15	  14.45	 0.63	 	   	 P
12 56 07.6	+10 08 40	1253+104 	12 53 36.7	+10 24 54	12 56 07.6	+10 08 41	   1.05	 0.06	 	   	
12 56 28.3	-22 27 46	1253-221 	12 53 48.0	-22 11 33	12 56 28.3	-22 27 46	   0.75	 0.15	 	   	
12 57 03.5	-35 00 08	1254-347 	12 54 18.5	-34 43 55	12 57 03.5	-35 00 08	   1.32	 0.08	 	   	 P
12 57 03.8	+00 24 31	1254+006 	12 54 30.2	+00 40 44	12 57 03.8	+00 24 32	   0.91	 0.05	 	   	 P
12 57 20.2	-33 34 36	1254-333 	12 54 35.8	-33 18 23	12 57 20.2	-33 34 35	   3.25	 0.11	 	   	 P
12 57 14.9	-08 37 06	1254-083 	12 54 38.7	-08 20 53	12 57 14.9	-08 37 05	   1.55	 0.04	 	M  	
12 57 22.8	-30 21 48	1254-300 	12 54 39.6	-30 05 35	12 57 22.8	-30 21 47	   3.03	 0.08	 	   	 P
